FAIL:  calculateDin(0, 0, 2, 0, 0)  Expected 0.75, but got 1.
FAIL:  calculateDin(3, 0, 3, 0, 2)  Expected 1.5, but got 2.
FAIL:  calculateDin(3, 0, 3, 0, 3)  Expected 1.5, but got 1.75.
FAIL:  calculateDin(3, 0, 3, 0, 4)  Expected 1.25, but got 1.5.
FAIL:  calculateDin(3, 0, 3, 0, 5)  Expected null, but got 1.5.
FAIL:  calculateDin(3, 0, 4, 0, 0)  Expected 2, but got 3.
FAIL:  calculateDin(3, 0, 4, 0, 1)  Expected 1.75, but got 2.75.
FAIL:  calculateDin(3, 0, 4, 0, 2)  Expected 1.5, but got 2.5.
FAIL:  calculateDin(3, 0, 4, 0, 3)  Expected 1.5, but got 2.25.
FAIL:  calculateDin(3, 0, 4, 0, 4)  Expected 1.25, but got 2.
FAIL:  calculateDin(3, 0, 4, 0, 5)  Expected null, but got 1.75.
FAIL:  calculateDin(3, 0, 4, 0, 6)  Expected null, but got 1.75.
FAIL:  calculateDin(3, 1, 0, 0, 0)  Expected 2, but got 1.
FAIL:  calculateDin(3, 1, 0, 0, 1)  Expected 1.75, but got 0.75.
FAIL:  calculateDin(3, 1, 0, 0, 2)  Expected 1.5, but got 0.75.
FAIL:  calculateDin(3, 1, 0, 0, 3)  Expected 1.5, but got 0.75.
FAIL:  calculateDin(3, 1, 0, 0, 4)  Expected 1.25, but got null.
FAIL:  calculateDin(3, 1, 1, 0, 0)  Expected 2, but got 1.5.
FAIL:  calculateDin(3, 1, 1, 0, 1)  Expected 1.75, but got 1.25.
FAIL:  calculateDin(3, 1, 1, 0, 2)  Expected 1.5, but got 1.25.
FAIL:  calculateDin(3, 1, 1, 0, 3)  Expected 1.5, but got 1.
FAIL:  calculateDin(3, 1, 1, 0, 4)  Expected 1.25, but got null.
FAIL:  calculateDin(3, 1, 3, 0, 0)  Expected 2, but got 2.5.
FAIL:  calculateDin(3, 1, 3, 0, 1)  Expected 1.75, but got 2.25.
FAIL:  calculateDin(3, 1, 3, 0, 2)  Expected 1.5, but got 2.
FAIL:  calculateDin(3, 1, 3, 0, 3)  Expected 1.5, but got 1.75.
FAIL:  calculateDin(3, 1, 3, 0, 4)  Expected 1.25, but got 1.5.
FAIL:  calculateDin(3, 1, 3, 0, 5)  Expected null, but got 1.5.
FAIL:  calculateDin(3, 1, 4, 0, 0)  Expected 2, but got 3.
FAIL:  calculateDin(3, 1, 4, 0, 1)  Expected 1.75, but got 2.75.
FAIL:  calculateDin(3, 1, 4, 0, 2)  Expected 1.5, but got 2.5.
FAIL:  calculateDin(3, 1, 4, 0, 3)  Expected 1.5, but got 2.25.
FAIL:  calculateDin(3, 1, 4, 0, 4)  Expected 1.25, but got 2.
FAIL:  calculateDin(3, 1, 4, 0, 5)  Expected null, but got 1.75.
FAIL:  calculateDin(3, 1, 4, 0, 6)  Expected null, but got 1.75.
FAIL:  calculateDin(3, 2, 0, 0, 0)  Expected 2, but got 1.
FAIL:  calculateDin(3, 2, 0, 0, 1)  Expected 1.75, but got 0.75.
FAIL:  calculateDin(3, 2, 0, 0, 2)  Expected 1.5, but got 0.75.
FAIL:  calculateDin(3, 2, 0, 0, 3)  Expected 1.5, but got 0.75.
FAIL:  calculateDin(3, 2, 0, 0, 4)  Expected 1.25, but got null.
FAIL:  calculateDin(3, 2, 1, 0, 0)  Expected 2, but got 1.5.
FAIL:  calculateDin(3, 2, 1, 0, 1)  Expected 1.75, but got 1.25.
FAIL:  calculateDin(3, 2, 1, 0, 2)  Expected 1.5, but got 1.25.
FAIL:  calculateDin(3, 2, 1, 0, 3)  Expected 1.5, but got 1.
FAIL:  calculateDin(3, 2, 1, 0, 4)  Expected 1.25, but got null.
FAIL:  calculateDin(3, 2, 3, 0, 0)  Expected 2, but got 2.5.
FAIL:  calculateDin(3, 2, 3, 0, 1)  Expected 1.75, but got 2.25.
FAIL:  calculateDin(3, 2, 3, 0, 2)  Expected 1.5, but got 2.
FAIL:  calculateDin(3, 2, 3, 0, 3)  Expected 1.5, but got 1.75.
FAIL:  calculateDin(3, 2, 3, 0, 4)  Expected 1.25, but got 1.5.
FAIL:  calculateDin(3, 2, 3, 0, 5)  Expected null, but got 1.5.
FAIL:  calculateDin(3, 2, 4, 0, 0)  Expected 2, but got 3.
FAIL:  calculateDin(3, 2, 4, 0, 1)  Expected 1.75, but got 2.75.
FAIL:  calculateDin(3, 2, 4, 0, 2)  Expected 1.5, but got 2.5.
FAIL:  calculateDin(3, 2, 4, 0, 3)  Expected 1.5, but got 2.25.
FAIL:  calculateDin(3, 2, 4, 0, 4)  Expected 1.25, but got 2.
FAIL:  calculateDin(3, 2, 4, 0, 5)  Expected null, but got 1.75.
FAIL:  calculateDin(3, 2, 4, 0, 6)  Expected null, but got 1.75.
FAIL:  calculateDin(3, 3, 0, 0, 0)  Expected 2, but got 1.
FAIL:  calculateDin(3, 3, 0, 0, 1)  Expected 1.75, but got 0.75.
FAIL:  calculateDin(3, 3, 0, 0, 2)  Expected 1.5, but got 0.75.
FAIL:  calculateDin(3, 3, 0, 0, 3)  Expected 1.5, but got 0.75.
FAIL:  calculateDin(3, 3, 0, 0, 4)  Expected 1.25, but got null.
FAIL:  calculateDin(3, 3, 1, 0, 0)  Expected 2, but got 1.5.
FAIL:  calculateDin(3, 3, 1, 0, 1)  Expected 1.75, but got 1.25.
FAIL:  calculateDin(3, 3, 1, 0, 2)  Expected 1.5, but got 1.25.
FAIL:  calculateDin(3, 3, 1, 0, 3)  Expected 1.5, but got 1.
FAIL:  calculateDin(3, 3, 1, 0, 4)  Expected 1.25, but got null.
FAIL:  calculateDin(3, 3, 3, 0, 0)  Expected 2, but got 2.5.
FAIL:  calculateDin(3, 3, 3, 0, 1)  Expected 1.75, but got 2.25.
FAIL:  calculateDin(3, 3, 3, 0, 2)  Expected 1.5, but got 2.
FAIL:  calculateDin(3, 3, 3, 0, 3)  Expected 1.5, but got 1.75.
FAIL:  calculateDin(3, 3, 3, 0, 4)  Expected 1.25, but got 1.5.
FAIL:  calculateDin(3, 3, 3, 0, 5)  Expected null, but got 1.5.
FAIL:  calculateDin(3, 3, 4, 0, 0)  Expected 2, but got 3.
FAIL:  calculateDin(3, 3, 4, 0, 1)  Expected 1.75, but got 2.75.
FAIL:  calculateDin(3, 3, 4, 0, 2)  Expected 1.5, but got 2.5.
FAIL:  calculateDin(3, 3, 4, 0, 3)  Expected 1.5, but got 2.25.
FAIL:  calculateDin(3, 3, 4, 0, 4)  Expected 1.25, but got 2.
FAIL:  calculateDin(3, 3, 4, 0, 5)  Expected null, but got 1.75.
FAIL:  calculateDin(3, 3, 4, 0, 6)  Expected null, but got 1.75.
FAIL:  calculateDin(3, 4, 0, 0, 0)  Expected 2, but got 1.
FAIL:  calculateDin(3, 4, 0, 0, 1)  Expected 1.75, but got 0.75.
FAIL:  calculateDin(3, 4, 0, 0, 2)  Expected 1.5, but got 0.75.
FAIL:  calculateDin(3, 4, 0, 0, 3)  Expected 1.5, but got 0.75.
FAIL:  calculateDin(3, 4, 0, 0, 4)  Expected 1.25, but got null.
FAIL:  calculateDin(3, 4, 1, 0, 0)  Expected 2, but got 1.5.
FAIL:  calculateDin(3, 4, 1, 0, 1)  Expected 1.75, but got 1.25.
FAIL:  calculateDin(3, 4, 1, 0, 2)  Expected 1.5, but got 1.25.
FAIL:  calculateDin(3, 4, 1, 0, 3)  Expected 1.5, but got 1.
FAIL:  calculateDin(3, 4, 1, 0, 4)  Expected 1.25, but got null.
FAIL:  calculateDin(3, 4, 3, 0, 0)  Expected 2, but got 2.5.
FAIL:  calculateDin(3, 4, 3, 0, 1)  Expected 1.75, but got 2.25.
FAIL:  calculateDin(3, 4, 3, 0, 2)  Expected 1.5, but got 2.
FAIL:  calculateDin(3, 4, 3, 0, 3)  Expected 1.5, but got 1.75.
FAIL:  calculateDin(3, 4, 3, 0, 4)  Expected 1.25, but got 1.5.
FAIL:  calculateDin(3, 4, 3, 0, 5)  Expected null, but got 1.5.
FAIL:  calculateDin(3, 4, 4, 0, 0)  Expected 2, but got 3.
FAIL:  calculateDin(3, 4, 4, 0, 1)  Expected 1.75, but got 2.75.
FAIL:  calculateDin(3, 4, 4, 0, 2)  Expected 1.5, but got 2.5.
FAIL:  calculateDin(3, 4, 4, 0, 3)  Expected 1.5, but got 2.25.
FAIL:  calculateDin(3, 4, 4, 0, 4)  Expected 1.25, but got 2.
FAIL:  calculateDin(3, 4, 4, 0, 5)  Expected null, but got 1.75.
FAIL:  calculateDin(3, 4, 4, 0, 6)  Expected null, but got 1.75.
FAIL:  calculateDin(3, 5, 0, 0, 0)  Expected 2, but got 1.
FAIL:  calculateDin(3, 5, 0, 0, 1)  Expected 1.75, but got 0.75.
FAIL:  calculateDin(3, 5, 0, 0, 2)  Expected 1.5, but got 0.75.
FAIL:  calculateDin(3, 5, 0, 0, 3)  Expected 1.5, but got 0.75.
FAIL:  calculateDin(3, 5, 0, 0, 4)  Expected 1.25, but got null.
FAIL:  calculateDin(3, 5, 1, 0, 0)  Expected 2, but got 1.5.
FAIL:  calculateDin(3, 5, 1, 0, 1)  Expected 1.75, but got 1.25.
FAIL:  calculateDin(3, 5, 1, 0, 2)  Expected 1.5, but got 1.25.
FAIL:  calculateDin(3, 5, 1, 0, 3)  Expected 1.5, but got 1.
FAIL:  calculateDin(3, 5, 1, 0, 4)  Expected 1.25, but got null.
FAIL:  calculateDin(3, 5, 3, 0, 0)  Expected 2, but got 2.5.
FAIL:  calculateDin(3, 5, 3, 0, 1)  Expected 1.75, but got 2.25.
FAIL:  calculateDin(3, 5, 3, 0, 2)  Expected 1.5, but got 2.
FAIL:  calculateDin(3, 5, 3, 0, 3)  Expected 1.5, but got 1.75.
FAIL:  calculateDin(3, 5, 3, 0, 4)  Expected 1.25, but got 1.5.
FAIL:  calculateDin(3, 5, 3, 0, 5)  Expected null, but got 1.5.
FAIL:  calculateDin(3, 5, 4, 0, 0)  Expected 2, but got 3.
FAIL:  calculateDin(3, 5, 4, 0, 1)  Expected 1.75, but got 2.75.
FAIL:  calculateDin(3, 5, 4, 0, 2)  Expected 1.5, but got 2.5.
FAIL:  calculateDin(3, 5, 4, 0, 3)  Expected 1.5, but got 2.25.
FAIL:  calculateDin(3, 5, 4, 0, 4)  Expected 1.25, but got 2.
FAIL:  calculateDin(3, 5, 4, 0, 5)  Expected null, but got 1.75.
FAIL:  calculateDin(3, 5, 4, 0, 6)  Expected null, but got 1.75.
FAIL:  calculateDin(4, 0, 0, 0, 0)  Expected 2.5, but got 1.5.
FAIL:  calculateDin(4, 0, 0, 0, 1)  Expected 2.25, but got 1.25.
FAIL:  calculateDin(4, 0, 0, 0, 2)  Expected 2, but got 1.25.
FAIL:  calculateDin(4, 0, 0, 0, 3)  Expected 1.75, but got 1.
FAIL:  calculateDin(4, 0, 0, 0, 4)  Expected 1.5, but got null.
FAIL:  calculateDin(4, 0, 0, 0, 5)  Expected 1.5, but got null.
FAIL:  calculateDin(4, 0, 1, 0, 0)  Expected 2.5, but got 2.
FAIL:  calculateDin(4, 0, 1, 0, 1)  Expected 2.25, but got 1.75.
FAIL:  calculateDin(4, 0, 1, 0, 2)  Expected 2, but got 1.5.
FAIL:  calculateDin(4, 0, 1, 0, 3)  Expected 1.75, but got 1.5.
FAIL:  calculateDin(4, 0, 1, 0, 4)  Expected 1.5, but got 1.25.
FAIL:  calculateDin(4, 0, 1, 0, 5)  Expected 1.5, but got null.
FAIL:  calculateDin(4, 0, 3, 0, 0)  Expected 2.5, but got 3.
FAIL:  calculateDin(4, 0, 3, 0, 1)  Expected 2.25, but got 2.75.
FAIL:  calculateDin(4, 0, 3, 0, 2)  Expected 2, but got 2.5.
FAIL:  calculateDin(4, 0, 3, 0, 3)  Expected 1.75, but got 2.25.
FAIL:  calculateDin(4, 0, 3, 0, 4)  Expected 1.5, but got 2.
FAIL:  calculateDin(4, 0, 3, 0, 5)  Expected 1.5, but got 1.75.
FAIL:  calculateDin(4, 0, 3, 0, 6)  Expected null, but got 1.75.
FAIL:  calculateDin(4, 0, 4, 0, 0)  Expected 2.5, but got null.
FAIL:  calculateDin(4, 0, 4, 0, 1)  Expected 2.25, but got 3.5.
FAIL:  calculateDin(4, 0, 4, 0, 2)  Expected 2, but got 3.
FAIL:  calculateDin(4, 0, 4, 0, 3)  Expected 1.75, but got 2.75.
FAIL:  calculateDin(4, 0, 4, 0, 4)  Expected 1.5, but got 2.5.
FAIL:  calculateDin(4, 0, 4, 0, 5)  Expected 1.5, but got 2.25.
FAIL:  calculateDin(4, 0, 4, 0, 6)  Expected null, but got 2.
FAIL:  calculateDin(4, 1, 0, 0, 0)  Expected 2.5, but got 1.5.
FAIL:  calculateDin(4, 1, 0, 0, 1)  Expected 2.25, but got 1.25.
FAIL:  calculateDin(4, 1, 0, 0, 2)  Expected 2, but got 1.25.
FAIL:  calculateDin(4, 1, 0, 0, 3)  Expected 1.75, but got 1.
FAIL:  calculateDin(4, 1, 0, 0, 4)  Expected 1.5, but got null.
FAIL:  calculateDin(4, 1, 0, 0, 5)  Expected 1.5, but got null.
FAIL:  calculateDin(4, 1, 1, 0, 0)  Expected 2.5, but got 2.
FAIL:  calculateDin(4, 1, 1, 0, 1)  Expected 2.25, but got 1.75.
FAIL:  calculateDin(4, 1, 1, 0, 2)  Expected 2, but got 1.5.
FAIL:  calculateDin(4, 1, 1, 0, 3)  Expected 1.75, but got 1.5.
FAIL:  calculateDin(4, 1, 1, 0, 4)  Expected 1.5, but got 1.25.
FAIL:  calculateDin(4, 1, 1, 0, 5)  Expected 1.5, but got null.
FAIL:  calculateDin(4, 1, 3, 0, 0)  Expected 2.5, but got 3.
FAIL:  calculateDin(4, 1, 3, 0, 1)  Expected 2.25, but got 2.75.
FAIL:  calculateDin(4, 1, 3, 0, 2)  Expected 2, but got 2.5.
FAIL:  calculateDin(4, 1, 3, 0, 3)  Expected 1.75, but got 2.25.
FAIL:  calculateDin(4, 1, 3, 0, 4)  Expected 1.5, but got 2.
FAIL:  calculateDin(4, 1, 3, 0, 5)  Expected 1.5, but got 1.75.
FAIL:  calculateDin(4, 1, 3, 0, 6)  Expected null, but got 1.75.
FAIL:  calculateDin(4, 1, 4, 0, 0)  Expected 2.5, but got null.
FAIL:  calculateDin(4, 1, 4, 0, 1)  Expected 2.25, but got 3.5.
FAIL:  calculateDin(4, 1, 4, 0, 2)  Expected 2, but got 3.
FAIL:  calculateDin(4, 1, 4, 0, 3)  Expected 1.75, but got 2.75.
FAIL:  calculateDin(4, 1, 4, 0, 4)  Expected 1.5, but got 2.5.
FAIL:  calculateDin(4, 1, 4, 0, 5)  Expected 1.5, but got 2.25.
FAIL:  calculateDin(4, 1, 4, 0, 6)  Expected null, but got 2.
FAIL:  calculateDin(4, 2, 0, 0, 0)  Expected 2.5, but got 1.5.
FAIL:  calculateDin(4, 2, 0, 0, 1)  Expected 2.25, but got 1.25.
FAIL:  calculateDin(4, 2, 0, 0, 2)  Expected 2, but got 1.25.
FAIL:  calculateDin(4, 2, 0, 0, 3)  Expected 1.75, but got 1.
FAIL:  calculateDin(4, 2, 0, 0, 4)  Expected 1.5, but got null.
FAIL:  calculateDin(4, 2, 0, 0, 5)  Expected 1.5, but got null.
FAIL:  calculateDin(4, 2, 1, 0, 0)  Expected 2.5, but got 2.
FAIL:  calculateDin(4, 2, 1, 0, 1)  Expected 2.25, but got 1.75.
FAIL:  calculateDin(4, 2, 1, 0, 2)  Expected 2, but got 1.5.
FAIL:  calculateDin(4, 2, 1, 0, 3)  Expected 1.75, but got 1.5.
FAIL:  calculateDin(4, 2, 1, 0, 4)  Expected 1.5, but got 1.25.
FAIL:  calculateDin(4, 2, 1, 0, 5)  Expected 1.5, but got null.
FAIL:  calculateDin(4, 2, 3, 0, 0)  Expected 2.5, but got 3.
FAIL:  calculateDin(4, 2, 3, 0, 1)  Expected 2.25, but got 2.75.
FAIL:  calculateDin(4, 2, 3, 0, 2)  Expected 2, but got 2.5.
FAIL:  calculateDin(4, 2, 3, 0, 3)  Expected 1.75, but got 2.25.
FAIL:  calculateDin(4, 2, 3, 0, 4)  Expected 1.5, but got 2.
FAIL:  calculateDin(4, 2, 3, 0, 5)  Expected 1.5, but got 1.75.
FAIL:  calculateDin(4, 2, 3, 0, 6)  Expected null, but got 1.75.
FAIL:  calculateDin(4, 2, 4, 0, 0)  Expected 2.5, but got null.
FAIL:  calculateDin(4, 2, 4, 0, 1)  Expected 2.25, but got 3.5.
FAIL:  calculateDin(4, 2, 4, 0, 2)  Expected 2, but got 3.
FAIL:  calculateDin(4, 2, 4, 0, 3)  Expected 1.75, but got 2.75.
FAIL:  calculateDin(4, 2, 4, 0, 4)  Expected 1.5, but got 2.5.
FAIL:  calculateDin(4, 2, 4, 0, 5)  Expected 1.5, but got 2.25.
FAIL:  calculateDin(4, 2, 4, 0, 6)  Expected null, but got 2.
FAIL:  calculateDin(4, 3, 0, 0, 0)  Expected 2.5, but got 1.5.
FAIL:  calculateDin(4, 3, 0, 0, 1)  Expected 2.25, but got 1.25.
FAIL:  calculateDin(4, 3, 0, 0, 2)  Expected 2, but got 1.25.
FAIL:  calculateDin(4, 3, 0, 0, 3)  Expected 1.75, but got 1.
FAIL:  calculateDin(4, 3, 0, 0, 4)  Expected 1.5, but got null.
FAIL:  calculateDin(4, 3, 0, 0, 5)  Expected 1.5, but got null.
FAIL:  calculateDin(4, 3, 1, 0, 0)  Expected 2.5, but got 2.
FAIL:  calculateDin(4, 3, 1, 0, 1)  Expected 2.25, but got 1.75.
FAIL:  calculateDin(4, 3, 1, 0, 2)  Expected 2, but got 1.5.
FAIL:  calculateDin(4, 3, 1, 0, 3)  Expected 1.75, but got 1.5.
FAIL:  calculateDin(4, 3, 1, 0, 4)  Expected 1.5, but got 1.25.
FAIL:  calculateDin(4, 3, 1, 0, 5)  Expected 1.5, but got null.
FAIL:  calculateDin(4, 3, 3, 0, 0)  Expected 2.5, but got 3.
FAIL:  calculateDin(4, 3, 3, 0, 1)  Expected 2.25, but got 2.75.
FAIL:  calculateDin(4, 3, 3, 0, 2)  Expected 2, but got 2.5.
FAIL:  calculateDin(4, 3, 3, 0, 3)  Expected 1.75, but got 2.25.
FAIL:  calculateDin(4, 3, 3, 0, 4)  Expected 1.5, but got 2.
FAIL:  calculateDin(4, 3, 3, 0, 5)  Expected 1.5, but got 1.75.
FAIL:  calculateDin(4, 3, 3, 0, 6)  Expected null, but got 1.75.
FAIL:  calculateDin(4, 3, 4, 0, 0)  Expected 2.5, but got null.
FAIL:  calculateDin(4, 3, 4, 0, 1)  Expected 2.25, but got 3.5.
FAIL:  calculateDin(4, 3, 4, 0, 2)  Expected 2, but got 3.
FAIL:  calculateDin(4, 3, 4, 0, 3)  Expected 1.75, but got 2.75.
FAIL:  calculateDin(4, 3, 4, 0, 4)  Expected 1.5, but got 2.5.
FAIL:  calculateDin(4, 3, 4, 0, 5)  Expected 1.5, but got 2.25.
FAIL:  calculateDin(4, 3, 4, 0, 6)  Expected null, but got 2.
FAIL:  calculateDin(4, 4, 0, 0, 0)  Expected 2.5, but got 1.5.
FAIL:  calculateDin(4, 4, 0, 0, 1)  Expected 2.25, but got 1.25.
FAIL:  calculateDin(4, 4, 0, 0, 2)  Expected 2, but got 1.25.
FAIL:  calculateDin(4, 4, 0, 0, 3)  Expected 1.75, but got 1.
FAIL:  calculateDin(4, 4, 0, 0, 4)  Expected 1.5, but got null.
FAIL:  calculateDin(4, 4, 0, 0, 5)  Expected 1.5, but got null.
FAIL:  calculateDin(4, 4, 1, 0, 0)  Expected 2.5, but got 2.
FAIL:  calculateDin(4, 4, 1, 0, 1)  Expected 2.25, but got 1.75.
FAIL:  calculateDin(4, 4, 1, 0, 2)  Expected 2, but got 1.5.
FAIL:  calculateDin(4, 4, 1, 0, 3)  Expected 1.75, but got 1.5.
FAIL:  calculateDin(4, 4, 1, 0, 4)  Expected 1.5, but got 1.25.
FAIL:  calculateDin(4, 4, 1, 0, 5)  Expected 1.5, but got null.
FAIL:  calculateDin(4, 4, 3, 0, 0)  Expected 2.5, but got 3.
FAIL:  calculateDin(4, 4, 3, 0, 1)  Expected 2.25, but got 2.75.
FAIL:  calculateDin(4, 4, 3, 0, 2)  Expected 2, but got 2.5.
FAIL:  calculateDin(4, 4, 3, 0, 3)  Expected 1.75, but got 2.25.
FAIL:  calculateDin(4, 4, 3, 0, 4)  Expected 1.5, but got 2.
FAIL:  calculateDin(4, 4, 3, 0, 5)  Expected 1.5, but got 1.75.
FAIL:  calculateDin(4, 4, 3, 0, 6)  Expected null, but got 1.75.
FAIL:  calculateDin(4, 4, 4, 0, 0)  Expected 2.5, but got null.
FAIL:  calculateDin(4, 4, 4, 0, 1)  Expected 2.25, but got 3.5.
FAIL:  calculateDin(4, 4, 4, 0, 2)  Expected 2, but got 3.
FAIL:  calculateDin(4, 4, 4, 0, 3)  Expected 1.75, but got 2.75.
FAIL:  calculateDin(4, 4, 4, 0, 4)  Expected 1.5, but got 2.5.
FAIL:  calculateDin(4, 4, 4, 0, 5)  Expected 1.5, but got 2.25.
FAIL:  calculateDin(4, 4, 4, 0, 6)  Expected null, but got 2.
FAIL:  calculateDin(4, 5, 0, 0, 0)  Expected 2.5, but got 1.5.
FAIL:  calculateDin(4, 5, 0, 0, 1)  Expected 2.25, but got 1.25.
FAIL:  calculateDin(4, 5, 0, 0, 2)  Expected 2, but got 1.25.
FAIL:  calculateDin(4, 5, 0, 0, 3)  Expected 1.75, but got 1.
FAIL:  calculateDin(4, 5, 0, 0, 4)  Expected 1.5, but got null.
FAIL:  calculateDin(4, 5, 0, 0, 5)  Expected 1.5, but got null.
FAIL:  calculateDin(4, 5, 1, 0, 0)  Expected 2.5, but got 2.
FAIL:  calculateDin(4, 5, 1, 0, 1)  Expected 2.25, but got 1.75.
FAIL:  calculateDin(4, 5, 1, 0, 2)  Expected 2, but got 1.5.
FAIL:  calculateDin(4, 5, 1, 0, 3)  Expected 1.75, but got 1.5.
FAIL:  calculateDin(4, 5, 1, 0, 4)  Expected 1.5, but got 1.25.
FAIL:  calculateDin(4, 5, 1, 0, 5)  Expected 1.5, but got null.
FAIL:  calculateDin(4, 5, 3, 0, 0)  Expected 2.5, but got 3.
FAIL:  calculateDin(4, 5, 3, 0, 1)  Expected 2.25, but got 2.75.
FAIL:  calculateDin(4, 5, 3, 0, 2)  Expected 2, but got 2.5.
FAIL:  calculateDin(4, 5, 3, 0, 3)  Expected 1.75, but got 2.25.
FAIL:  calculateDin(4, 5, 3, 0, 4)  Expected 1.5, but got 2.
FAIL:  calculateDin(4, 5, 3, 0, 5)  Expected 1.5, but got 1.75.
FAIL:  calculateDin(4, 5, 3, 0, 6)  Expected null, but got 1.75.
FAIL:  calculateDin(4, 5, 4, 0, 0)  Expected 2.5, but got null.
FAIL:  calculateDin(4, 5, 4, 0, 1)  Expected 2.25, but got 3.5.
FAIL:  calculateDin(4, 5, 4, 0, 2)  Expected 2, but got 3.
FAIL:  calculateDin(4, 5, 4, 0, 3)  Expected 1.75, but got 2.75.
FAIL:  calculateDin(4, 5, 4, 0, 4)  Expected 1.5, but got 2.5.
FAIL:  calculateDin(4, 5, 4, 0, 5)  Expected 1.5, but got 2.25.
FAIL:  calculateDin(4, 5, 4, 0, 6)  Expected null, but got 2.
FAIL:  calculateDin(5, 0, 0, 0, 0)  Expected 3, but got 2.
FAIL:  calculateDin(5, 0, 0, 0, 1)  Expected 2.75, but got 1.75.
FAIL:  calculateDin(5, 0, 0, 0, 2)  Expected 2.5, but got 1.5.
FAIL:  calculateDin(5, 0, 0, 0, 3)  Expected 2.25, but got 1.5.
FAIL:  calculateDin(5, 0, 0, 0, 4)  Expected 2, but got 1.25.
FAIL:  calculateDin(5, 0, 0, 0, 5)  Expected 1.75, but got null.
FAIL:  calculateDin(5, 0, 0, 0, 6)  Expected 1.75, but got null.
FAIL:  calculateDin(5, 0, 1, 0, 0)  Expected 3, but got 2.5.
FAIL:  calculateDin(5, 0, 1, 0, 1)  Expected 2.75, but got 2.25.
FAIL:  calculateDin(5, 0, 1, 0, 2)  Expected 2.5, but got 2.
FAIL:  calculateDin(5, 0, 1, 0, 3)  Expected 2.25, but got 1.75.
FAIL:  calculateDin(5, 0, 1, 0, 4)  Expected 2, but got 1.5.
FAIL:  calculateDin(5, 0, 1, 0, 5)  Expected 1.75, but got 1.5.
FAIL:  calculateDin(5, 0, 1, 0, 6)  Expected 1.75, but got null.
FAIL:  calculateDin(5, 0, 3, 0, 0)  Expected 3, but got null.
FAIL:  calculateDin(5, 0, 3, 0, 1)  Expected 2.75, but got 3.5.
FAIL:  calculateDin(5, 0, 3, 0, 2)  Expected 2.5, but got 3.
FAIL:  calculateDin(5, 0, 3, 0, 3)  Expected 2.25, but got 2.75.
FAIL:  calculateDin(5, 0, 3, 0, 4)  Expected 2, but got 2.5.
FAIL:  calculateDin(5, 0, 3, 0, 5)  Expected 1.75, but got 2.25.
FAIL:  calculateDin(5, 0, 3, 0, 6)  Expected 1.75, but got 2.
FAIL:  calculateDin(5, 0, 4, 0, 0)  Expected 3, but got null.
FAIL:  calculateDin(5, 0, 4, 0, 1)  Expected 2.75, but got null.
FAIL:  calculateDin(5, 0, 4, 0, 2)  Expected 2.5, but got 3.5.
FAIL:  calculateDin(5, 0, 4, 0, 3)  Expected 2.25, but got 3.
FAIL:  calculateDin(5, 0, 4, 0, 4)  Expected 2, but got 3.
FAIL:  calculateDin(5, 0, 4, 0, 5)  Expected 1.75, but got 2.75.
FAIL:  calculateDin(5, 0, 4, 0, 6)  Expected 1.75, but got 2.5.
FAIL:  calculateDin(5, 1, 0, 0, 0)  Expected 3, but got 2.
FAIL:  calculateDin(5, 1, 0, 0, 1)  Expected 2.75, but got 1.75.
FAIL:  calculateDin(5, 1, 0, 0, 2)  Expected 2.5, but got 1.5.
FAIL:  calculateDin(5, 1, 0, 0, 3)  Expected 2.25, but got 1.5.
FAIL:  calculateDin(5, 1, 0, 0, 4)  Expected 2, but got 1.25.
FAIL:  calculateDin(5, 1, 0, 0, 5)  Expected 1.75, but got null.
FAIL:  calculateDin(5, 1, 0, 0, 6)  Expected 1.75, but got null.
FAIL:  calculateDin(5, 1, 1, 0, 0)  Expected 3, but got 2.5.
FAIL:  calculateDin(5, 1, 1, 0, 1)  Expected 2.75, but got 2.25.
FAIL:  calculateDin(5, 1, 1, 0, 2)  Expected 2.5, but got 2.
FAIL:  calculateDin(5, 1, 1, 0, 3)  Expected 2.25, but got 1.75.
FAIL:  calculateDin(5, 1, 1, 0, 4)  Expected 2, but got 1.5.
FAIL:  calculateDin(5, 1, 1, 0, 5)  Expected 1.75, but got 1.5.
FAIL:  calculateDin(5, 1, 1, 0, 6)  Expected 1.75, but got null.
FAIL:  calculateDin(5, 1, 3, 0, 0)  Expected 3, but got null.
FAIL:  calculateDin(5, 1, 3, 0, 1)  Expected 2.75, but got 3.5.
FAIL:  calculateDin(5, 1, 3, 0, 2)  Expected 2.5, but got 3.
FAIL:  calculateDin(5, 1, 3, 0, 3)  Expected 2.25, but got 2.75.
FAIL:  calculateDin(5, 1, 3, 0, 4)  Expected 2, but got 2.5.
FAIL:  calculateDin(5, 1, 3, 0, 5)  Expected 1.75, but got 2.25.
FAIL:  calculateDin(5, 1, 3, 0, 6)  Expected 1.75, but got 2.
FAIL:  calculateDin(5, 1, 4, 0, 0)  Expected 3, but got null.
FAIL:  calculateDin(5, 1, 4, 0, 1)  Expected 2.75, but got null.
FAIL:  calculateDin(5, 1, 4, 0, 2)  Expected 2.5, but got 3.5.
FAIL:  calculateDin(5, 1, 4, 0, 3)  Expected 2.25, but got 3.
FAIL:  calculateDin(5, 1, 4, 0, 4)  Expected 2, but got 3.
